person_key,team_key,opponent_key,game_key,game_date,game_number,team_alignment,p_out,p_so,p_tbf,p_bb,p_h,p_er
abboa001,CIN,PHI,PHI202404010,2024-04-01,0,0,16,4,21,2,3,2
abboa001,CIN,NYN,CIN202404070,2024-04-07,0,1,15,4,24,2,7,2
abboa001,CIN,CHA,CHA202404120,2024-04-12,0,0,21,3,24,0,4,1
abboa001,CIN,SEA,SEA202404170,2024-04-17,0,0,18,6,25,3,4,2
abboa001,CIN,PHI,CIN202404230,2024-04-23,0,1,13,3,19,4,2,1
abboa001,CIN,TEX,TEX202404280,2024-04-28,0,0,16,7,21,0,6,4
abboa001,CIN,BAL,CIN202405040,2024-05-04,0,1,15,8,22,0,7,2
abboa001,CIN,SFN,SFN202405100,2024-05-10,0,0,15,2,22,1,6,2
abboa001,CIN,ARI,ARI202405150,2024-05-15,0,0,21,4,26,2,4,1
abboa001,CIN,SDN,CIN202405210,2024-05-21,0,1,21,2,25,1,4,0
abboa001,CIN,SLN,CIN202405280,2024-05-28,0,1,18,3,27,2,7,6
abboa001,CIN,COL,COL202406030,2024-06-03,0,0,18,6,26,1,7,3
abboa001,CIN,CHN,CIN202406080,2024-06-08,0,1,15,5,24,4,5,1
abboa001,CIN,MIL,MIL202406150,2024-06-15,0,0,15,3,22,3,4,3
abboa001,CIN,BOS,CIN202406210,2024-06-21,0,1,17,10,22,1,4,2
abboa001,CIN,SLN,SLN202406270,2024-06-27,0,0,15,2,23,6,2,2
abboa001,CIN,NYA,NYA202407030,2024-07-03,0,0,19,2,26,4,3,1
abboa001,CIN,COL,CIN202407080,2024-07-08,0,1,21,8,25,2,3,0
abboa001,CIN,MIA,CIN202407130,2024-07-13,0,1,10,4,19,2,7,5
abboa001,CIN,WAS,WAS202407210,2024-07-21,0,0,20,1,28,3,6,0
abboa001,CIN,TBA,TBA202407270,2024-07-27,0,0,12,2,21,2,8,4
abboa001,CIN,SFN,CIN202408020,2024-08-02,0,1,13,8,21,1,7,2
abboa001,CIN,MIA,MIA202408070,2024-08-07,0,0,15,7,23,3,6,6
abboa001,CIN,SLN,CIN202408120,2024-08-12,0,1,20,6,28,2,5,1
abboa001,CIN,KCA,CIN202408180,2024-08-18,0,1,15,4,22,1,6,4
abboa001,CIN,PIT,CIN202504120,2025-04-12,0,1,15,5,19,2,2,1
abboa001,CIN,BAL,BAL202504180,2025-04-18,0,0,18,11,21,1,2,1
abboa001,CIN,COL,COL202504250,2025-04-25,0,0,12,4,21,5,5,4
abboa001,CIN,SLN,CIN202505010,2025-05-01,0,1,12,3,18,4,3,0
abboa001,CIN,ATL,ATL202505060,2025-05-06,0,0,15,8,19,0,4,0
abboa001,CIN,CHA,CIN202505130,2025-05-13,0,1,18,7,22,0,4,1
abboa001,CIN,CLE,CIN202505180,2025-05-18,0,1,15,5,22,3,4,0
abboa001,CIN,CHN,CIN202505240,2025-05-24,0,1,17,2,23,2,6,1
abboa001,CIN,CHN,CHN202505300,2025-05-30,0,0,21,8,23,1,1,0
abboa001,CIN,MIL,CIN202506040,2025-06-04,0,1,18,6,26,1,7,5
abboa001,CIN,CLE,CLE202506100,2025-06-10,0,0,27,5,31,1,3,0
abboa001,CIN,MIN,CIN202506170,2025-06-17,0,1,17,5,26,0,8,1
abboa001,CIN,SLN,SLN202506220,2025-06-22,0,0,21,3,25,0,4,1
abboa001,CIN,SDN,CIN202506280,2025-06-28,0,1,15,4,24,2,7,1
abboa001,CIN,PHI,PHI202507040,2025-07-04,0,0,10,2,19,0,9,4
abboa001,CIN,MIA,CIN202507090,2025-07-09,0,1,23,5,30,2,6,1
abboa001,CIN,NYN,NYN202507200,2025-07-20,0,0,18,5,25,1,6,2
abboa001,CIN,TBA,CIN202507260,2025-07-26,0,1,18,7,23,3,2,1
abboa001,CIN,ATL,CIN202507310,2025-07-31,0,1,16,1,25,5,5,2
abboa001,CIN,CHN,CHN202508060,2025-08-06,0,0,20,3,29,2,7,4
abboa001,CIN,PHI,CIN202508110,2025-08-11,0,1,23,6,28,0,6,3
abboa001,CIN,MIL,CIN202508170,2025-08-17,0,1,21,7,24,0,4,0
abboa001,CIN,ARI,ARI202508230,2025-08-23,0,0,12,6,21,0,8,6
abboa001,CIN,SLN,CIN202508300,2025-08-30,0,1,15,7,22,4,3,2
abboa001,CIN,NYN,CIN202509050,2025-09-05,0,1,14,5,25,1,9,5
abboa001,CIN,SDN,SDN202509100,2025-09-10,0,0,24,6,30,2,5,1
abboa001,CIN,SLN,SLN202509160,2025-09-16,0,0,14,7,22,0,8,3
abboa001,CIN,CHN,CIN202509210,2025-09-21,0,1,14,2,20,1,5,0
abboa001,CIN,MIL,MIL202509270,2025-09-27,0,0,16,4,21,0,5,3
abelm001,PHI,PIT,PHI202505180,2025-05-18,0,1,18,9,22,0,5,0
abelm001,PHI,TOR,TOR202506040,2025-06-04,0,0,16,2,19,0,3,1
abelm001,PHI,CHN,PHI202506100,2025-06-10,0,1,12,3,20,3,6,3
abelm001,PHI,MIA,MIA202506160,2025-06-16,0,0,15,3,20,1,3,1
abelm001,PHI,NYN,PHI202506210,2025-06-21,0,1,9,1,15,0,6,4
abelm001,PHI,ATL,ATL202506270,2025-06-27,0,0,0,0,0,0,0,0
abelm001,PHI,SDN,PHI202507021,2025-07-02,1,1,5,3,12,5,2,5
abelm001,MIN,CHA,CHA202508230,2025-08-23,0,0,9,2,17,2,7,6
abelm001,MIN,PHI,PHI202509270,2025-09-27,0,0,18,9,21,1,3,0
adamt002,MIN,DET,DET202508040,2025-08-04,0,0,15,7,17,0,4,2
adamt002,MIN,NYA,NYA202508120,2025-08-12,0,0,7,2,15,4,4,4
adonj001,WAS,SFN,SFN202404090,2024-04-09,0,0,12,2,18,3,3,1
aguij002,CIN,TOR,TOR202408190,2024-08-19,0,0,12,2,18,1,4,2
aguij002,CIN,PIT,PIT202408240,2024-08-24,0,0,18,4,23,2,3,2
aguij002,CIN,OAK,CIN202408290,2024-08-29,0,1,12,1,22,1,10,6
aguij002,CIN,HOU,CIN202409020,2024-09-02,0,1,8,2,13,2,2,2
aguij002,CIN,NYN,NYN202409080,2024-09-08,0,0,14,2,19,2,2,0
aguij002,CIN,MIN,MIN202409130,2024-09-13,0,0,19,4,24,2,3,3
aguij002,CIN,ATL,CIN202409190,2024-09-19,0,1,12,4,21,2,6,7
akink001,BAL,DET,DET202504262,2025-04-26,2,0,5,1,6,1,0,0
akink001,BAL,MIL,MIL202505200,2025-05-20,0,0,3,2,4,1,0,0
akink001,BAL,DET,BAL202506120,2025-06-12,0,1,3,2,5,1,1,0
alcas001,MIA,PIT,MIA202503270,2025-03-27,0,1,14,7,20,4,2,2
alcas001,MIA,NYN,MIA202504010,2025-04-01,0,1,15,4,18,0,3,2
alcas001,MIA,WAS,MIA202504120,2025-04-12,0,1,17,1,25,4,5,4
alcas001,MIA,PHI,PHI202504180,2025-04-18,0,0,6,1,12,2,4,6
alcas001,MIA,CIN,MIA202504230,2025-04-23,0,1,18,4,25,2,5,3
alcas001,MIA,LAN,LAN202504290,2025-04-29,0,0,8,2,20,5,7,7
alcas001,MIA,LAN,MIA202505050,2025-05-05,0,1,15,4,22,1,6,5
alcas001,MIA,CHA,CHA202505110,2025-05-11,0,0,17,8,26,3,7,4
alcas001,MIA,TBA,MIA202505170,2025-05-17,0,1,15,3,23,2,5,4
alcas001,MIA,ANA,ANA202505230,2025-05-23,0,0,16,6,25,2,5,5
alcas001,MIA,SDN,SDN202505280,2025-05-28,0,0,12,0,21,4,7,6
alcas001,MIA,COL,MIA202506030,2025-06-03,0,1,18,4,24,1,4,2
alcas001,MIA,PIT,PIT202506100,2025-06-10,0,0,18,6,22,1,3,0
alcas001,MIA,PHI,MIA202506160,2025-06-16,0,1,15,5,21,1,5,2
alcas001,MIA,ATL,MIA202506220,2025-06-22,0,1,18,4,26,2,6,3
alcas001,MIA,ARI,ARI202506280,2025-06-28,0,0,18,4,30,0,10,7
alcas001,MIA,MIL,MIA202507040,2025-07-04,0,1,18,4,25,1,5,5
alcas001,MIA,CIN,CIN202507090,2025-07-09,0,0,15,4,26,2,9,6
alcas001,MIA,KCA,MIA202507180,2025-07-18,0,1,18,2,26,2,8,4
alcas001,MIA,SDN,MIA202507230,2025-07-23,0,1,21,4,23,0,4,0
alcas001,MIA,SLN,SLN202507290,2025-07-29,0,0,15,4,21,3,3,0
alcas001,MIA,HOU,MIA202508040,2025-08-04,0,1,21,5,31,1,9,6
alcas001,MIA,ATL,ATL202508092,2025-08-09,2,0,15,4,24,4,7,5
alcas001,MIA,BOS,BOS202508150,2025-08-15,0,0,18,7,21,1,2,1
alcas001,MIA,SLN,MIA202508200,2025-08-20,0,1,21,9,29,1,5,1
alcas001,MIA,ATL,MIA202508260,2025-08-26,0,1,21,7,26,2,3,2
alcas001,MIA,NYN,NYN202508310,2025-08-31,0,0,21,6,27,1,4,1
alcas001,MIA,PHI,MIA202509060,2025-09-06,0,1,18,4,26,1,7,4
alcas001,MIA,DET,MIA202509120,2025-09-12,0,1,21,8,25,0,4,2
alcas001,MIA,COL,COL202509180,2025-09-18,0,0,20,8,27,2,5,3
alcas001,MIA,NYN,MIA202509260,2025-09-26,0,1,21,3,28,2,6,2
aldes001,ANA,SEA,ANA202408300,2024-08-30,0,1,15,3,27,2,6,2
aldes001,ANA,TEX,TEX202409060,2024-09-06,0,0,18,7,24,3,3,1
aldes001,ANA,HOU,ANA202409130,2024-09-13,0,1,6,0,16,5,6,4
aldes001,ANA,KCA,ANA202509230,2025-09-23,0,1,14,3,23,2,7,3
aldes001,ANA,HOU,ANA202509280,2025-09-28,0,1,14,5,25,3,7,4
alexj001,HOU,ATH,ATH202506170,2025-06-17,0,0,18,4,25,3,3,2
alexj001,HOU,ATH,HOU202507240,2025-07-24,0,1,18,3,30,2,11,5
alexj001,HOU,WAS,HOU202507290,2025-07-29,0,1,14,6,20,2,5,2
alexj001,HOU,MIA,MIA202508040,2025-08-04,0,0,18,6,23,1,3,0
alexj001,HOU,NYA,NYA202508100,2025-08-10,0,0,18,3,21,3,1,0
alexj001,HOU,BAL,HOU202508160,2025-08-16,0,1,18,6,22,0,3,2
alexj001,HOU,BAL,BAL202508210,2025-08-21,0,0,16,3,25,1,8,2
alexj001,HOU,COL,HOU202508280,2025-08-28,0,1,17,8,25,1,7,3
alexj001,HOU,NYA,HOU202509030,2025-09-03,0,1,15,6,23,2,6,3
alexj001,HOU,TOR,TOR202509100,2025-09-10,0,0,21,3,23,1,3,0
alexj001,HOU,TEX,HOU202509150,2025-09-15,0,1,14,5,20,1,5,1
alexj001,HOU,SEA,HOU202509210,2025-09-21,0,1,4,1,12,1,7,7
alexj001,HOU,ANA,ANA202509260,2025-09-26,0,0,14,4,18,1,4,2
alext001,TBA,COL,COL202404060,2024-04-06,0,0,13,4,23,2,8,4
alext001,TBA,NYA,NYA202404190,2024-04-19,0,0,16,4,20,1,2,0
alext001,TBA,MIL,MIL202404300,2024-04-30,0,0,12,3,19,2,6,3
alext001,TBA,CHA,TBA202405060,2024-05-06,0,1,12,7,19,1,4,2
alext001,TBA,NYA,TBA202405120,2024-05-12,0,1,21,3,29,2,7,6
alext001,TBA,TOR,TOR202405170,2024-05-17,0,0,22,4,25,0,3,3
alext001,TBA,LAN,LAN202408230,2024-08-23,0,0,13,1,18,2,5,3
alext001,TBA,TOR,TBA202409200,2024-09-20,0,1,13,6,17,1,2,0
alext001,TBA,DET,DET202409260,2024-09-26,0,0,15,6,19,0,4,0
alext001,MIL,CIN,MIL202504040,2025-04-04,0,1,17,6,21,3,0,0
alext001,MIL,COL,COL202504090,2025-04-09,0,0,11,3,19,2,6,2
alext001,MIL,DET,MIL202504140,2025-04-14,0,1,12,2,23,3,6,4
alext001,MIL,CHN,MIL202505020,2025-05-02,0,1,2,1,5,0,3,2
alext001,CHA,PHI,CHA202507300,2025-07-30,0,1,10,3,14,1,3,2
allak001,PHI,CLE,PHI202407280,2024-07-28,0,1,12,1,17,0,6,3
allak001,PHI,ARI,ARI202408080,2024-08-08,0,0,15,3,18,0,6,1
allak001,PHI,KCA,KCA202408250,2024-08-25,0,0,15,5,23,0,8,2
allak001,PHI,NYN,PHI202409140,2024-09-14,0,1,9,3,17,3,6,4
allak001,CLE,LAN,CLE202505280,2025-05-28,0,1,12,3,16,0,4,2
allak001,CLE,COL,CLE202507300,2025-07-30,0,1,10,5,11,0,1,0
allel003,CLE,OAK,OAK202403290,2024-03-29,0,0,15,3,21,0,6,3
allel003,CLE,SEA,SEA202404030,2024-04-03,0,0,20,6,26,3,4,0
allel003,CLE,CHA,CLE202404090,2024-04-09,0,1,12,4,20,1,7,5
allel003,CLE,NYA,CLE202404140,2024-04-14,0,1,17,4,23,2,6,4
allel003,CLE,OAK,CLE202404200,2024-04-20,0,1,16,4,23,3,5,3
allel003,CLE,ATL,ATL202404260,2024-04-26,0,0,14,5,22,2,5,4
allel003,CLE,HOU,HOU202405020,2024-05-02,0,0,17,5,25,1,7,2
allel003,CLE,DET,CLE202405070,2024-05-07,0,1,7,2,15,2,7,7
allel003,CLE,CHA,CHA202405120,2024-05-12,0,0,18,3,24,1,6,0
allel003,CLE,MIN,CLE202405180,2024-05-18,0,1,18,7,22,1,5,0
allel003,CLE,ANA,ANA202405240,2024-05-24,0,0,17,7,25,2,7,3
allel003,CLE,COL,COL202405290,2024-05-29,0,0,5,1,13,2,6,7
allel003,CLE,MIA,MIA202406070,2024-06-07,0,0,18,3,25,3,4,2
allel003,CLE,TOR,TOR202406140,2024-06-14,0,0,15,3,19,3,3,1
allel003,CLE,SEA,CLE202406200,2024-06-20,0,1,18,2,25,4,4,3
allel003,CLE,BAL,BAL202406250,2024-06-25,0,0,9,5,18,1,9,6
allel003,CLE,KCA,KCA202406300,2024-06-30,0,0,13,3,19,0,6,3
allel003,CLE,SFN,CLE202407060,2024-07-06,0,1,13,9,21,4,3,2
allel003,CLE,ARI,CLE202408050,2024-08-05,0,1,15,2,21,2,5,2
allel003,CLE,KCA,CLE202408262,2024-08-26,2,1,15,1,25,4,8,5
allel003,CLE,SDN,SDN202504010,2025-04-01,0,0,16,1,24,5,7,4
allel003,CLE,CHA,CLE202504090,2025-04-09,0,1,14,4,21,2,4,0
allel003,CLE,BAL,BAL202504150,2025-04-15,0,0,17,6,22,2,2,0
allel003,CLE,PIT,PIT202504200,2025-04-20,0,0,17,5,23,1,5,1
allel003,CLE,BOS,CLE202504270,2025-04-27,0,1,13,2,24,3,9,7
allel003,CLE,TOR,TOR202505020,2025-05-02,0,0,17,4,25,2,6,2
allel003,CLE,WAS,WAS202505070,2025-05-07,0,0,12,3,23,4,7,3
allel003,CLE,MIL,CLE202505130,2025-05-13,0,1,18,6,22,1,3,0
allel003,CLE,MIN,MIN202505190,2025-05-19,0,0,9,3,13,1,4,2
allel003,CLE,DET,DET202505250,2025-05-25,0,0,11,2,22,4,6,4
allel003,CLE,HOU,CLE202506060,2025-06-06,0,1,18,2,27,2,7,4
allel003,CLE,CIN,CLE202506110,2025-06-11,0,1,18,6,22,1,4,2
allel003,CLE,SFN,SFN202506180,2025-06-18,0,0,16,4,21,2,4,2
allel003,CLE,TOR,CLE202506240,2025-06-24,0,1,17,4,27,2,8,3
allel003,CLE,SLN,CLE202506290,2025-06-29,0,1,18,6,24,2,6,3
allel003,CLE,DET,CLE202507050,2025-07-05,0,1,18,5,21,2,2,1
allel003,CLE,CHA,CHA202507111,2025-07-11,1,0,18,5,20,2,1,2
allel003,CLE,ATH,CLE202507190,2025-07-19,0,1,16,4,24,1,8,3
allel003,CLE,BAL,CLE202507240,2025-07-24,0,1,19,4,27,0,7,4
allel003,CLE,COL,CLE202507290,2025-07-29,0,1,21,3,28,1,8,2
allel003,CLE,NYN,NYN202508050,2025-08-05,0,0,15,6,23,4,4,1
allel003,CLE,MIA,CLE202508120,2025-08-12,0,1,15,5,24,4,5,2
allel003,CLE,ATL,CLE202508170,2025-08-17,0,1,14,6,23,3,5,1
allel003,CLE,TEX,TEX202508230,2025-08-23,0,0,15,2,26,3,8,9
allel003,CLE,SEA,CLE202508290,2025-08-29,0,1,18,5,24,3,6,4
allel003,CLE,TBA,TBA202509040,2025-09-04,0,0,15,4,24,2,6,3
allel003,CLE,KCA,CLE202509100,2025-09-10,0,1,15,2,21,0,6,1
allel003,CLE,MIN,MIN202509202,2025-09-20,2,0,24,7,26,1,4,0
allel003,CLE,TEX,CLE202509280,2025-09-28,0,1,13,4,22,2,5,4
altad001,KCA,NYA,KCA202406120,2024-06-12,0,1,1,1,6,2,3,5
alvaa003,WAS,MIA,WAS202509010,2025-09-01,0,1,15,4,19,2,1,0
alvaa003,WAS,CHN,CHN202509070,2025-09-07,0,0,14,2,20,3,3,2
alvaa003,WAS,PIT,WAS202509130,2025-09-13,0,1,18,5,23,1,3,0
alvaa003,WAS,NYN,NYN202509190,2025-09-19,0,0,10,4,18,1,7,4
alvaa003,WAS,ATL,ATL202509240,2025-09-24,0,0,13,5,18,3,2,0
andec001,BOS,CLE,CLE202404250,2024-04-25,0,0,5,0,12,3,3,5
andes002,MIA,WAS,WAS202406140,2024-06-14,0,0,6,1,15,0,9,4
andes002,MIA,SEA,MIA202406220,2024-06-22,0,1,10,3,20,0,8,5
andet002,ANA,MIA,MIA202404020,2024-04-02,0,0,21,5,26,2,4,0
andet002,ANA,TBA,ANA202404080,2024-04-08,0,1,21,3,25,1,4,0
andet002,ANA,BOS,BOS202404140,2024-04-14,0,0,13,4,20,3,4,3
andet002,ANA,CIN,CIN202404190,2024-04-19,0,0,21,2,27,3,3,1
andet002,ANA,BAL,ANA202404240,2024-04-24,0,1,15,7,24,4,4,2
andet002,ANA,PHI,ANA202404300,2024-04-30,0,1,18,6,24,2,5,3
andet002,ANA,PIT,PIT202405060,2024-05-06,0,0,19,5,28,3,6,4
andet002,ANA,KCA,ANA202405110,2024-05-11,0,1,20,4,27,1,7,3
andet002,ANA,TEX,TEX202405170,2024-05-17,0,0,21,4,25,2,2,1
andet002,ANA,HOU,HOU202405220,2024-05-22,0,0,24,4,31,2,6,1
andet002,ANA,NYA,ANA202405290,2024-05-29,0,1,15,4,23,6,4,1
andet002,ANA,SDN,ANA202406030,2024-06-03,0,1,20,2,26,3,5,1
andet002,ANA,HOU,ANA202406080,2024-06-08,0,1,18,3,26,1,7,4
andet002,ANA,SFN,SFN202406140,2024-06-14,0,0,16,5,25,5,5,1
andet002,ANA,MIL,ANA202406190,2024-06-19,0,1,21,5,27,3,4,1
andet002,ANA,OAK,ANA202406250,2024-06-25,0,1,15,2,25,5,5,3
andet002,ANA,DET,ANA202406300,2024-06-30,0,1,14,2,22,1,7,6
andet002,ANA,CHN,CHN202407060,2024-07-06,0,0,24,10,27,0,3,0
andet002,ANA,SEA,ANA202407120,2024-07-12,0,1,18,4,24,0,6,4
andet002,ANA,SEA,SEA202407220,2024-07-22,0,0,17,8,22,1,3,1
andet002,ANA,OAK,ANA202407270,2024-07-27,0,1,21,10,27,1,6,3
andet002,ANA,NYN,ANA202408020,2024-08-02,0,1,15,3,26,2,8,3
andet002,ANA,NYA,NYA202408080,2024-08-08,0,0,18,7,22,1,3,1
andet002,ANA,TOR,ANA202408140,2024-08-14,0,1,17,8,28,4,6,7
andet002,ANA,KCA,KCA202408200,2024-08-20,0,0,18,2,30,2,11,4
andet002,ANA,TOR,TOR202408250,2024-08-25,0,0,15,3,23,4,4,2
andet002,ANA,SEA,ANA202408310,2024-08-31,0,1,12,3,21,3,6,4
andet002,ANA,TEX,TEX202409070,2024-09-07,0,0,15,7,19,2,1,1
andet002,ANA,HOU,ANA202409140,2024-09-14,0,1,15,4,25,3,7,4
andet002,ANA,HOU,HOU202409200,2024-09-20,0,0,8,4,18,0,8,3
andet002,ANA,CHA,CHA202409260,2024-09-26,0,0,13,2,22,3,4,4
andet002,ANA,SLN,SLN202503310,2025-03-31,0,0,15,4,22,2,6,3
andet002,ANA,CLE,ANA202504060,2025-04-06,0,1,15,5,21,4,1,2
andet002,ANA,HOU,HOU202504120,2025-04-12,0,0,17,6,22,4,1,0
andet002,ANA,SFN,ANA202504180,2025-04-18,0,1,18,6,23,2,3,0
andet002,ANA,PIT,ANA202504240,2025-04-24,0,1,18,1,24,0,6,3
andet002,ANA,SEA,SEA202504300,2025-04-30,0,0,18,5,25,2,4,2
andet002,ANA,TOR,ANA202505060,2025-05-06,0,1,20,7,27,1,6,2
andet002,ANA,BAL,ANA202505110,2025-05-11,0,1,15,5,22,2,4,1
andet002,ANA,LAN,LAN202505170,2025-05-17,0,0,15,4,23,0,7,4
andet002,ANA,ATH,ATH202505220,2025-05-22,0,0,14,0,26,6,7,5
andet002,ANA,NYA,ANA202505270,2025-05-27,0,1,18,3,25,1,5,1
andet002,ANA,BOS,BOS202506020,2025-06-02,0,0,13,5,22,2,7,5
andet002,ANA,SEA,ANA202506080,2025-06-08,0,1,14,6,25,1,8,3
andet002,ANA,BAL,BAL202506140,2025-06-14,0,0,15,4,25,2,9,6
andet002,ANA,NYA,NYA202506190,2025-06-19,0,0,18,4,25,2,8,4
andet002,ANA,BOS,ANA202506240,2025-06-24,0,1,14,5,18,2,2,1
andet002,ANA,ATL,ATL202507010,2025-07-01,0,0,18,7,24,2,4,0
andet002,ANA,TOR,TOR202507060,2025-07-06,0,0,15,2,24,2,8,3
andet002,ANA,ARI,ANA202507110,2025-07-11,0,1,15,3,25,2,8,4
andet002,ANA,NYN,NYN202507210,2025-07-21,0,0,18,4,27,5,4,4
andet002,ANA,SEA,ANA202507260,2025-07-26,0,1,14,1,19,0,6,2
andet002,ANA,CHA,ANA202508010,2025-08-01,0,1,18,5,26,2,5,4
andet002,ANA,TBA,ANA202508060,2025-08-06,0,1,12,5,18,1,5,4
andet002,ANA,ATH,ATH202508160,2025-08-16,0,0,12,1,19,5,3,4
andet002,ANA,CHN,ANA202508220,2025-08-22,0,1,15,5,20,2,3,2
andet002,ANA,HOU,HOU202508290,2025-08-29,0,0,15,1,22,3,5,0
armss001,TBA,TOR,TBA202403310,2024-03-31,0,1,3,1,6,1,3,1
armss001,TBA,SFN,TBA202404140,2024-04-14,0,1,6,5,8,0,2,1
armss001,TBA,DET,TBA202404240,2024-04-24,0,1,3,2,5,1,1,1
armss001,TBA,KCA,TBA202405240,2024-05-24,0,1,6,3,6,0,0,0
armss001,TBA,OAK,TBA202405300,2024-05-30,0,1,6,1,8,0,2,0
armss001,TBA,TOR,TOR202407230,2024-07-23,0,0,6,4,8,1,1,0
armss001,TBA,CIN,TBA202407280,2024-07-28,0,1,6,1,9,0,3,0
armss001,TEX,CHA,TEX202506130,2025-06-13,0,1,9,5,9,0,0,0
armss001,TEX,KCA,TEX202506190,2025-06-19,0,1,3,1,5,1,1,2
arris001,HOU,KCA,KCA202404100,2024-04-10,0,0,9,3,19,3,7,7
arris001,HOU,ATL,HOU202404150,2024-04-15,0,1,12,5,19,2,4,2
arris001,HOU,CHN,CHN202404240,2024-04-24,0,0,11,7,20,2,7,4
arris001,HOU,CLE,HOU202405020,2024-05-02,0,1,17,6,23,3,4,2
arris001,HOU,NYA,NYA202405080,2024-05-08,0,0,15,4,25,3,8,5
arris001,HOU,OAK,HOU202405130,2024-05-13,0,1,15,5,21,2,5,2
arris001,HOU,MIL,HOU202405190,2024-05-19,0,1,19,6,27,2,7,4
arris001,HOU,OAK,OAK202405250,2024-05-25,0,0,15,7,23,3,5,3
arris001,HOU,SEA,SEA202405300,2024-05-30,0,0,18,8,23,3,2,0
arris001,HOU,SLN,HOU202406040,2024-06-04,0,1,9,4,15,3,3,1
arris001,HOU,SFN,SFN202406100,2024-06-10,0,0,17,6,24,3,4,1
arris001,HOU,DET,HOU202406150,2024-06-15,0,1,4,2,12,2,5,7
arris001,HOU,CHA,CHA202406200,2024-06-20,0,0,13,2,22,4,5,3
arris001,HOU,COL,HOU202406260,2024-06-26,0,1,21,10,24,0,3,0
arris001,HOU,TOR,TOR202407020,2024-07-02,0,0,12,5,21,4,6,6
arris001,HOU,MIN,MIN202407070,2024-07-07,0,0,15,6,24,2,7,2
arris001,HOU,TEX,HOU202407130,2024-07-13,0,1,18,7,24,3,2,1
arris001,HOU,OAK,OAK202407220,2024-07-22,0,0,18,3,26,1,7,4
arris001,HOU,LAN,HOU202407280,2024-07-28,0,1,18,8,24,2,4,3
arris001,HOU,TBA,HOU202408040,2024-08-04,0,1,18,12,23,2,5,1
arris001,HOU,BOS,BOS202408100,2024-08-10,0,0,21,13,24,1,2,2
arris001,HOU,CHA,HOU202408160,2024-08-16,0,1,17,5,25,2,7,4
arris001,HOU,BAL,BAL202408220,2024-08-22,0,0,18,6,22,1,3,0
arris001,HOU,PHI,PHI202408280,2024-08-28,0,0,23,11,29,4,2,0
arris001,HOU,CIN,CIN202409040,2024-09-04,0,0,2,0,11,3,5,3
arris001,HOU,OAK,HOU202409100,2024-09-10,0,1,20,7,27,1,7,2
arris001,HOU,SDN,SDN202409160,2024-09-16,0,0,15,3,22,1,8,2
arris001,HOU,ANA,HOU202409220,2024-09-22,0,1,18,6,22,0,5,2
arris001,HOU,NYN,HOU202503290,2025-03-29,0,1,18,5,21,2,1,1
arris001,HOU,MIN,MIN202504050,2025-04-05,0,0,11,3,18,3,3,5
arris001,HOU,MIA,MIA202508060,2025-08-06,0,0,11,5,23,1,11,5
arris001,HOU,BOS,HOU202508120,2025-08-12,0,1,15,3,22,5,1,2
arris001,HOU,DET,DET202508180,2025-08-18,0,0,15,5,25,4,7,5
arris001,HOU,BAL,BAL202508240,2025-08-24,0,0,17,2,22,0,6,2
arris001,HOU,ANA,HOU202508300,2025-08-30,0,1,19,8,25,5,1,1
ashba003,MIL,CIN,CIN202404080,2024-04-08,0,0,11,2,22,2,6,4
ashba003,MIL,PHI,PHI202406050,2024-06-05,0,0,15,3,21,5,2,2
ashba003,MIL,ARI,MIL202508270,2025-08-27,0,1,6,3,6,0,0,0
ashcb001,PIT,MIL,MIL202506230,2025-06-23,0,0,9,2,10,0,1,0
ashcb001,PIT,CIN,PIT202508090,2025-08-09,0,1,10,5,15,1,3,1
ashcb001,PIT,CHN,CHN202508150,2025-08-15,0,0,15,4,18,0,3,1
ashcb001,PIT,COL,PIT202508220,2025-08-22,0,1,15,6,16,1,1,0
ashcb001,PIT,SLN,SLN202508280,2025-08-28,0,0,17,5,21,1,4,1
ashcb001,PIT,LAN,PIT202509030,2025-09-03,0,1,9,4,15,4,2,0
ashcb001,PIT,CHN,PIT202509150,2025-09-15,0,1,12,4,19,2,6,3
ashcb001,PIT,CIN,CIN202509250,2025-09-25,0,0,13,5,21,1,8,2
ashcg001,CIN,PHI,PHI202404020,2024-04-02,0,0,18,5,24,1,4,2
ashcg001,CIN,MIL,CIN202404080,2024-04-08,0,1,17,6,27,1,9,5
ashcg001,CIN,CHA,CHA202404140,2024-04-14,0,0,17,8,24,2,5,1
ashcg001,CIN,ANA,CIN202404200,2024-04-20,0,1,15,4,23,3,5,5
ashcg001,CIN,TEX,TEX202404260,2024-04-26,0,0,19,3,24,0,7,1
ashcg001,CIN,SDN,SDN202405010,2024-05-01,0,0,18,4,26,2,5,0
ashcg001,CIN,ARI,CIN202405080,2024-05-08,0,1,15,2,24,3,6,3
ashcg001,CIN,ARI,ARI202405130,2024-05-13,0,0,12,3,21,3,7,3
ashcg001,CIN,LAN,LAN202405180,2024-05-18,0,0,15,5,21,3,3,3
ashcg001,CIN,LAN,CIN202405240,2024-05-24,0,1,16,3,27,1,8,5
ashcg001,CIN,CHN,CHN202405310,2024-05-31,0,0,14,4,22,2,5,3
ashcg001,CIN,COL,COL202406050,2024-06-05,0,0,11,2,18,0,6,4
ashcg001,CIN,PIT,CIN202406260,2024-06-26,0,1,16,3,25,1,9,6
